title,author,illustrator,isbn,publishedYear,publisher,paragraphInfoCount,라벨,연령대
"하나, 둘, 셋, 찰칵!",최고은,장은주,9791165953645,2021,아람북스,9,자연탐구,유아
배는 어떻게 물에 뜰까? ,강용숙,김은경,9788960162891,2019,세종,1,자연탐구,유아
셈 아저씨의 피자 가게,송승주,서민정,9788994730578,2010,인북,16,자연탐구,유아
눈은 어떻게 사물을 볼까? ,강용숙,민정림,9788960162914,2019,세종,1,자연탐구,유아
"변신, 닥터 안경!",우은경,이주미,9791165953430,2021,아람북스,11,자연탐구,유아
조그만 트럭의 커다란 꿈,이혜옥,이주윤,9791186298114,2015,꼬마대통령,1,자연탐구,유아
나 팬티 입을래,장선혜,김현,9791128212116,2018,아람북스,6,자연탐구,유아
지구에 구멍이 뚫리고 있어,김미희,나미라,9788959042562,2004,(주)한국퍼킨스교육연구원,13,자연탐구,유아
색 방귀를 뿌웅!,고지혜,김유대,9791128212321,2018,아람북스,4,자연탐구,유아
딱 걸렸어!,최향숙,장효원,9788994730202,2010,인북,12,자연탐구,유아
열매로 만든 집,이윤진,탐씨,9791165951382,2021,아람북스,1,자연탐구,유아
물가의 새,마리아 베한,춤추는코끼리,9788993828795,2009,별똥별,4,자연탐구,유아
나는 심장을 뛰게 해요,하늘땅,김잔디,9791165958145,2021,아람북스,9,자연탐구,유아
"아리는 바빠요, 바빠!",강민우,길고은이,9791165951528,2021,아람북스,10,자연탐구,유아
롤러코스터가 빙글빙글 슈웅~ ,강용숙,류모라,9788960162303,2019,세종,1,자연탐구,유아
컴퓨터는 어떻게 작동할까요?,남석기,황지영,9788959042470,2004,(주)한국퍼킨스교육연구원,1,자연탐구,유아
"오리오, 장난감을 오려 줘",강정연,임다와,9791165953713,2021,아람북스,13,자연탐구,유아
내 알을 부탁해! ,강용숙,정영희,9788960162600,2019,세종,1,자연탐구,유아
선물 하나가 짜잔,고지혜,국설희,9791128212079,2018,아람북스,5,자연탐구,유아
"목욕탕의 스타, 때수건",홍윤선,오정택,9791165951283,2021,아람북스,11,자연탐구,유아
달리다 멈추면 왜 넘어질까? ,윤성은,황명희,9788960162747,2019,세종,1,자연탐구,유아
엉뚱이 금붕어,김복희,장효원,9788994730417,2010,인북,18,자연탐구,유아
"자동차야, 고마워!",소라게,정민정,9791165953454,2021,아람북스,1,자연탐구,유아
동물들의 소리,초록큰나무,춤추는코끼리,9788993828931,2009,별똥별,10,자연탐구,유아
고양이의 즐거운 하루,장지윤,김난아,9788994730097,2010,인북,12,자연탐구,유아
둘이 꼭 닮았네!,김미애,혜마,9791165951184,2021,아람북스,1,자연탐구,유아
곤충도 귀가 있을까? ,예종화,김영은,9788960163225,2019,세종,1,자연탐구,유아
똘똘이가 똥 싼 날,봉현주,하의정,9788994730295,2010,인북,12,자연탐구,유아
아빠와 날씨 괴물(기상학자),이세진,이세희,9788968737091,2020,키움북스,1,자연탐구,유아
지구가 우리를 끌어당겨요,남석기,정윤주,9788959042418,2004,(주)한국퍼킨스교육연구원,1,자연탐구,유아
나랑 123,춤추는코끼리,양은정,9788994730011,2010,인북,15,자연탐구,유아
내 몸의 물이 찰랑찰랑,고지혜,김고은,9791128212253,2018,아람북스,3,자연탐구,유아
아기 곰의 물고기 인형,임용재,이주은,9788994730257,2010,인북,28,자연탐구,유아
꼬마 마녀와 카드놀이,김혜선,이유진,9788994730189,2010,인북,20,자연탐구,유아
잎 모양이 왜 변했을까? ,김영이,계창훈,9788960163119,2019,세종,1,자연탐구,유아
주주 동물원 대소동,서보현,이탁근,9791165953768,2021,아람북스,13,자연탐구,유아
하늘의 사냥꾼 매,"채영숙, 김미선, 류재혁, 현진오",정보 없음,8957420061,2003,생각의 샘,1,자연탐구,유아
다람쥐 가족의 나들이,문주영,박재현,9788994730387,2010,인북,19,자연탐구,유아
자동차는 어떻게 움직일까? ,김영이,정경문,9788960162761,2019,세종,1,자연탐구,유아
"아, 기분 좋아!",초록큰나무,춤추는코끼리,9788993828917,2009,별똥별,8,자연탐구,유아
내 친구는 특별해 ,강용숙,공휘,9788960163232,2019,세종,1,자연탐구,유아
흰동가리의 친구는 누굴까? ,윤성은,김태란,9788960163102,2019,세종,1,자연탐구,유아
"서둘러요, 소방차!",풋풋,장현아,9791165953447,2021,아람북스,1,자연탐구,유아
찾아라! 안전한 집,최고은,조승연,9791165951542,2021,아람북스,1,자연탐구,유아
거꾸로 거꾸로,오현경,심상정,9788994730592,2010,인북,14,자연탐구,유아
야호∼ 메아리는 왜 생길까?,예정화,계창훈,9788960162884,2019,세종,1,자연탐구,유아
바람 요정 밍밍이,강승연,이정옥,9788994730073,2010,인북,18,자연탐구,유아
"냠냠 쩝쩝, 몸에 좋은 식물",이수나,"이정인, 이재은",9788959042197,2004,(주)한국퍼킨스교육연구원,1,자연탐구,유아
변덕쟁이 달님 ,박진영,안준석,9788960162778,2019,세종,1,자연탐구,유아
둥둥 대단한 배,이소희,주세영,9791165953539,2021,아람북스,7,자연탐구,유아
찾았다!,최서윤,정재회,9788994730172,2010,인북,9,자연탐구,유아
킁킁! 냄새야 ,김영이,황명희,9788960162839,2019,세종,1,자연탐구,유아
배는 왜 물에 뜰까요?,신혜연,천길생,9788959042494,2004,(주)한국퍼킨스교육연구원,39,자연탐구,유아
다시 쓰고 버려요 ,정명숙,민미,9788960162945,2019,세종,1,자연탐구,유아
부지런 씨와 게으름 씨,한은선,양민숙,9788994730196,2010,인북,11,자연탐구,유아
티라노도 무섭지 않아 ,박진영,"천필연, 서복현, 하미희",9788960162624,2019,세종,1,자연탐구,유아
쑥쑥 자라서,하늘땅,노성빈,9791128212093,2018,아람북스,3,자연탐구,유아
키모의 여행,변우만,백희은,9788994730547,2010,인북,15,자연탐구,유아
공룡시대의 강자들 ,예종화,정혜원,9788960163126,2019,세종,1,자연탐구,유아
"고기는 싫어, 싫어! ",김영이,민미,9788960163058,2019,세종,1,자연탐구,유아
엘모로 마을 잔치,이소형,김이현,9788994730509,2010,인북,19,자연탐구,유아
방아깨비 몸은 왜 초록빛일까? ,박진영,김영란,9788960162273,2019,세종,1,자연탐구,유아
"너, 뭐하니? ",예종화,이영준,9788960162617,2019,세종,1,자연탐구,유아
벌레를 잡아먹는 식물,임승완,김미선,9788959042203,2004,(주)한국퍼킨스교육연구원,29,자연탐구,유아
비버의 소풍,김용란,조영주,9788994730486,2010,인북,23,자연탐구,유아
누가 뽀르르 빵을 부풀렸을까? ,강용숙,장현진,9788960162860,2019,세종,1,자연탐구,유아
뭐 하고 놀지?,하늘땅,김현,9791128211973,2018,아람북스,3,자연탐구,유아
혀는 어떻게 맛을 느낄까? ,정명숙,"시니, 조혜영",9788960162518,2019,세종,1,자연탐구,유아
여기에도 저기에도 힘은 있어,고영이,심미아,9791165951412,2021,아람북스,12,자연탐구,유아
